run_dir,setting,language_mode,language,model_family,seed,macro_f1_normal,macro_f1_global_single_mask,delta_macro_f1_global_single_mask,n_has_mwe_prev_next_global_single_mask,n_no_mwe_prev_next_global_single_mask,macro_f1_has_mwe_prev_next_global_single_mask,macro_f1_no_mwe_prev_next_global_single_mask,macro_f1_global_n_mask,delta_macro_f1_global_n_mask,n_has_mwe_prev_next_global_n_mask,n_no_mwe_prev_next_global_n_mask,macro_f1_has_mwe_prev_next_global_n_mask,macro_f1_no_mwe_prev_next_global_n_mask,macro_f1_targeted_context_mask,delta_macro_f1_targeted_context_mask,n_has_mwe_prev_next_targeted_context_mask,n_no_mwe_prev_next_targeted_context_mask,macro_f1_has_mwe_prev_next_targeted_context_mask,macro_f1_no_mwe_prev_next_targeted_context_mask,delta_macro_f1_global_n_minus_single
zero_shot__EN__previous_target_next_True_none_ner__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.6785300151636786,0.6647288116716784,-0.013801203492000202,57,367,0.6227941176470588,0.6586558655865586,0.665027261600089,-0.013502753563589653,57,367,0.6233968130586863,0.6567912318108705,0.6836173293239781,0.005087314160299505,57,367,0.6524390243902439,0.6748017541751772,0.00029844992841054907
zero_shot__EN__target_True_none_empty__logreg_word2vec__seed51,zero_shot,per_language,EN,logreg_word2vec,51,0.6471540992030026,0.6336984087172198,-0.013455690485782767,57,367,0.5258589511754068,0.6403029403029403,0.602414441730537,-0.044739657472465555,57,367,0.5521885521885522,0.6013244047619049,0.602414441730537,-0.044739657472465555,57,367,0.5521885521885522,0.6013244047619049,-0.03128396698668279
zero_shot__EN__previous_target_next_True_none_empty__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.6742673911107153,0.662643898802072,-0.011623492308643346,57,367,0.5808823529411764,0.6642119122536878,0.6446768570662376,-0.029590534044477756,57,367,0.5476190476190477,0.6457739368020908,0.6496259073143494,-0.02464148379636588,57,367,0.6089939024390244,0.6457739368020908,-0.01796704173583441
zero_shot__PT__target_True_highlight_ner__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.4458414799217928,0.43779852027596544,-0.008042959645827352,46,161,0.32916666666666666,0.46697716177543347,0.43779852027596544,-0.008042959645827352,46,161,0.32916666666666666,0.46697716177543347,0.43779852027596544,-0.008042959645827352,46,161,0.32916666666666666,0.46697716177543347,0.0
zero_shot__EN__previous_target_next_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,per_language,EN,logreg_word2vec,51,0.5577686562142521,0.5521502221477073,-0.005618434066544831,57,367,0.5095398428731762,0.5475999524743064,0.5571665540332985,-0.0006021021809535787,57,367,0.5095398428731762,0.5531036531036531,0.5546616608563512,-0.0031069953579009324,57,367,0.47865853658536583,0.5531036531036531,0.005016331885591252
zero_shot__EN__target_True_none_ner__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.6579256316524507,0.6543606923506421,-0.0035649393018085673,57,367,0.5476190476190477,0.6566732002851035,0.636675235646958,-0.02125039600549261,57,367,0.5265780730897011,0.6375052913785806,0.6248977616051011,-0.03302787004734953,57,367,0.5128205128205128,0.6316165153576766,-0.017685456703684044
zero_shot__PT__target_True_none_glosses__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3783783783783784,-0.0018611425797053771,46,161,0.30303030303030304,0.39700374531835203,0.3783783783783784,-0.0018611425797053771,46,161,0.30303030303030304,0.39700374531835203,0.3783783783783784,-0.0018611425797053771,46,161,0.30303030303030304,0.39700374531835203,0.0
one_shot__PT__previous_target_next_True_none_empty__logreg_word2vec__seed51,one_shot,per_language,PT,logreg_word2vec,51,0.3806646525679758,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.0
zero_shot__PT__previous_target_next_True_none_glosses__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__target_True_highlight_empty__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
one_shot__PT__previous_target_next_True_none_empty__logreg_tfidf__seed51,one_shot,per_language,PT,logreg_tfidf,51,0.3806646525679758,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.3806646525679758,0.0,42,163,0.3114754098360656,0.3962962962962963,0.0
zero_shot__PT__previous_target_next_True_none_ner__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_none_glosses__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_highlight_ner__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_highlight_empty__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_none_empty__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__target_True_none_empty__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__target_True_none_glosses__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__target_True_highlight_ner__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__target_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_highlight_empty__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__PT__previous_target_next_True_none_empty__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.3802395209580838,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.3802395209580838,0.0,46,161,0.30303030303030304,0.39925373134328357,0.0
zero_shot__EN__previous_target_next_True_highlight_ner__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.6690750156096691,0.6696275518154902,0.0005525362058210748,57,367,0.6089939024390244,0.6645237667086255,0.6556297285269248,-0.013445287082744284,57,367,0.6233968130586863,0.6472337096233374,0.6603698017488819,-0.008705213860787153,57,367,0.6233968130586863,0.6519248721108247,-0.013997823288565359
zero_shot__EN__previous_target_next_True_none_glosses__logreg_word2vec__seed51,zero_shot,per_language,EN,logreg_word2vec,51,0.5780764328361547,0.5788392857142857,0.0007628528781309374,57,367,0.5347842984842597,0.5721943794780413,0.5887075194005887,0.010631086564434011,57,367,0.5347842984842597,0.582994808879119,0.5887075194005887,0.010631086564434011,57,367,0.5347842984842597,0.582994808879119,0.009868233686303074
zero_shot__EN__previous_target_next_True_none_glosses__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.63856992428421,0.6401563372417645,0.0015864129575544617,57,367,0.5144016227180528,0.6430411701377288,0.6376068376068376,-0.0009630866773724378,57,367,0.46202247191011236,0.6426697387491174,0.635401035256032,-0.0031688890281780235,57,367,0.4519230769230769,0.6426697387491174,-0.0025494996349268995
zero_shot__PT__target_True_highlight_empty__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.4582944803729885,0.4606699751861042,0.0023754948131157194,46,161,0.3148433487416539,0.5031143033499803,0.4606699751861042,0.0023754948131157194,46,161,0.3148433487416539,0.5031143033499803,0.4606699751861042,0.0023754948131157194,46,161,0.3148433487416539,0.5031143033499803,0.0
zero_shot__PT__target_True_highlight_glosses__mBERT__seed51,zero_shot,per_language,PT,mBERT,51,0.6067481871939635,0.6155134074558535,0.008765220261889972,46,161,0.7140124342419895,0.5746173469387754,0.6181903203179799,0.01144213312401643,46,161,0.7140124342419895,0.5793693693693693,0.6181903203179799,0.01144213312401643,46,161,0.7140124342419895,0.5793693693693693,0.002676912862126457
zero_shot__EN__target_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.5909777790169237,0.600349936503457,0.009372157486533306,57,367,0.4318936877076412,0.6089489959390486,0.5996222851746931,0.00864450615776935,57,367,0.46202247191011236,0.6031479034002163,0.5996222851746931,0.00864450615776935,57,367,0.46202247191011236,0.6031479034002163,-0.0007276513287639563
zero_shot__EN__previous_target_next_True_highlight_glosses__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.6338453481310624,0.6446768570662376,0.01083150893517515,57,367,0.5144016227180528,0.6485013623978201,0.6294855532064835,-0.004359794924578941,57,367,0.4722222222222222,0.6314520988150231,0.6251105216622458,-0.008734826468816625,57,367,0.4519230769230769,0.6314520988150231,-0.01519130385975409
zero_shot__PT__target_True_none_ner__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.4303292949103217,0.4434251731882453,0.013095878277923634,46,161,0.28125,0.4927536231884058,0.4434251731882453,0.013095878277923634,46,161,0.28125,0.4927536231884058,0.466628959276018,0.036299664365696316,46,161,0.28125,0.5253968253968254,0.0
zero_shot__EN__target_True_none_glosses__logreg_tfidf__seed51,zero_shot,per_language,EN,logreg_tfidf,51,0.5833389168062535,0.5986296429859358,0.015290726179682301,57,367,0.4318936877076412,0.6065749508665356,0.6036027818948808,0.02026386508862732,57,367,0.4519230769230769,0.6095276628903675,0.6036027818948808,0.02026386508862732,57,367,0.4519230769230769,0.6095276628903675,0.004973138908945018
zero_shot__PT__target_True_highlight_empty__mBERT__seed51,zero_shot,per_language,PT,mBERT,51,0.46511627906976744,0.4813965884861407,0.016280309416373262,46,161,0.49402199904351984,0.4632577358313378,0.4813965884861407,0.016280309416373262,46,161,0.49402199904351984,0.4632577358313378,0.4813965884861407,0.016280309416373262,46,161,0.49402199904351984,0.4632577358313378,0.0
zero_shot__PT__target_True_none_empty__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.4736873226111637,0.4959778085991678,0.022290485988004094,46,161,0.4523809523809524,0.4927536231884058,0.4959778085991678,0.022290485988004094,46,161,0.4523809523809524,0.4927536231884058,0.4959778085991678,0.022290485988004094,46,161,0.4523809523809524,0.4927536231884058,0.0
zero_shot__EN__target_True_none_glosses__logreg_word2vec__seed51,zero_shot,per_language,EN,logreg_word2vec,51,0.49175619133778126,0.5208648850159603,0.029108693678179032,57,367,0.4681541582150101,0.5203714318468418,0.5185644947786439,0.026808303440862602,57,367,0.4519230769230769,0.5174950986045439,0.5185644947786439,0.026808303440862602,57,367,0.4519230769230769,0.5174950986045439,-0.0023003902373164298
zero_shot__PT__target_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,per_language,PT,logreg_word2vec,51,0.4409937888198758,0.4740471869328494,0.03305339811297364,46,161,0.45659989727786343,0.46066997518610425,0.4740471869328494,0.03305339811297364,46,161,0.45659989727786343,0.46066997518610425,0.4740471869328494,0.03305339811297364,46,161,0.45659989727786343,0.46066997518610425,0.0
zero_shot__PT__target_True_none_ner__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.3711180124223602,0.4092352092352092,0.038117196812848975,46,161,0.3569892473118279,0.4189723320158103,0.4092352092352092,0.038117196812848975,46,161,0.3569892473118279,0.4189723320158103,0.4304245283018868,0.05930651587952662,46,161,0.38392857142857145,0.44071329319129227,0.0
cross__zero_shot__EN_PT__previous_target_next_True_none_empty__mBERT__seed51,zero_shot,cross_lingual,EN_PT,mBERT,51,0.5083597883597883,0.5472607973859653,0.03890100902617699,46,161,0.6737588652482269,0.4826086956521739,0.6244270435446906,0.11606725518490224,46,161,0.7788461538461539,0.5672043010752688,0.6244270435446906,0.11606725518490224,46,161,0.7788461538461539,0.5672043010752688,0.07716624615872525
zero_shot__EN__target_True_highlight_glosses__logreg_word2vec__seed51,zero_shot,per_language,EN,logreg_word2vec,51,0.4993252361673415,0.5413855266546485,0.04206029048730697,57,367,0.4681541582150101,0.5413881361035833,0.5413855266546485,0.04206029048730697,57,367,0.4681541582150101,0.5413881361035833,0.5413855266546485,0.04206029048730697,57,367,0.4681541582150101,0.5413881361035833,0.0
zero_shot__PT__previous_target_next_True_none_ner__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.4219414893617021,0.4756132756132756,0.05367178625157348,46,161,0.4401622718052739,0.46991918587249326,0.4756132756132756,0.05367178625157348,46,161,0.4401622718052739,0.46991918587249326,0.4494680851063829,0.027526595744680804,46,161,0.4064516129032258,0.45397286821705424,0.0
zero_shot__PT__previous_target_next_True_highlight_ner__logreg_tfidf__seed51,zero_shot,per_language,PT,logreg_tfidf,51,0.36890243902439024,0.42701863354037267,0.05811619451598243,46,161,0.4064516129032258,0.4207196029776674,0.42701863354037267,0.05811619451598243,46,161,0.4064516129032258,0.4207196029776674,0.40832403792526495,0.03942159890087471,46,161,0.3325892857142857,0.4264631043256997,0.0
